presentations
ID,タイトル(英語),タイトル(日本語),講演者(英語),講演者(日本語),会議名(英語),会議名(日本語),発表年月日,開催地(英語),開催地(日本語),招待の有無
presentation-1,"Theoretical investigation of optimum detector segmentation in OBF STEM",OBF STEM法における検出器分割形状の理論的検討,Tatsuya Yamashita,山下達也,JSM 81st,日本顕微鏡学会 第81回学術講演会,2025-06-11,Fukuoka,福岡,null
